speaker,speech,document
Rana el Kaliouby,"relatively constrained? Because, you know, you have a captive audience, and you kind of know the context. And one thing you said that was really key is the accurate you're doing this in aggregate, right? Like we're looking at it aggregated response of people. And so when you see a peak, say, a smile peak, they're probably smiling or laughing at something that's in the content. So that was one of the first problems we were able to solve. And when we see the smile peak, it doesn't mean that these people are internally happy. They're just laughing at content. So it's important to, you know, call it for what it is.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"We're still really, really useful data. Oh, I wonder how that compares to so what like YouTube and other places will use is obviously there they don't have in for the most case, they don't have that kind of data. They have the data of when people tune to now jump on. And I think that's a add in aggregate for you to release a pretty powerful signal. I worry about what that leads to. Because looking at, like YouTubers, They they're kind of really care about views and, you know, tried to maximize the number of views. I think they, when they say that the video should be constantly interesting, seems like a good goal. I feel like that leads to this manic pace of a video. Like the idea that I would speak at the current speed that I'm speaking. I don't know.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"And that every moment has to be engaging, right gauging that. Yeah,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"I think there's value to silence, there's value to the boring bits. I mean, some of the greatest movies ever. Some of the greatest stories ever told me that boring bits, seemingly boring bits? I don't know. I wonder about that? Of course, it's not that your the human face can capture that either. It's just giving an extra signal. You have to I have to really? I don't know, do you have to really collect deeper long term data about what was meaningful to people? When they think 30 days from now? What? They still remember what move them? What changed them with help them grow? That kind of stuff?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"You know, it would be a really, I don't know, if there are any researchers out there who are doing this type of work. Wouldn't it be so cool to tie your emotional expressions while you're say listening to a podcast interview? And then go in and then 30 days later, interview people and say, Hey, what do you remember? You've watched this 30 days ago? Like what stuck with you? And then see if there's any there ought to be maybe there ought to be some correlation between these emotional experiences. And, and yeah, what you what stays with you.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"So the one guy listening now on the beach in Brazil, please record a video of yourself listening to this, and send it to me, and then I'll interview 30 days from now.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,It will be statistically significant.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"But you know, yeah, yeah, I think that's really fascinating. I think that's, that kind of holds the key to future where entertainment, or content is both entertaining. And I don't know, makes you better, empowering in some way. So figuring out like, showing people stuff that entertains them, but also, they're happy they watch 30 days from now, because they become a better person, because","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"well, you know, okay, not to riff on this topic for too long. But I have two children, right. And I see my role as parent is like the chief Opportunity Officer, like I am responsible for exposing them to all sorts of things in the world. And but often I have no idea of knowing like, what's stuck, like what was, you know, is this actually going to be transformative, you know, for them 10 years down the line, and I wish there was a way to quantify these experiences, like, are they? I can tell him in the moment if they're engaging, right, I can tell. But it's really hard to know if they're going to remember them 10 years from now, or if it's going to,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"yeah, that was weird. Because it seems like kids remember the weirdest things. I've seen parents do incredible stuff for their kids, and they don't remember any of that they remember some tiny, small, sweet thing a parent did, right? Like some","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,took you to like this amazing country.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Or whatever. And then there'll be like some, like stuffed toy you got or some or the new Playstation or something or some some silly little thing. So I think they just like that they were designed that way. They want to mess with your head. But definitely kids are very impacted by it seems like sort of negative events. So minimizing the number of negative events is important, but not too much, right? You can't you can't just like you know, he's there still discipline and challenge and all those kinds of things. So adversity for sure. So yeah, I mean, I'm definitely what I have kids, I'm going to drive them out into the woods. Okay. And then they have to survive and make figure out how to make their way back home, like 20 miles out. Okay. Yeah. And after that, we can go for ice cream. Anyway, I'm working on this whole parenting thing I haven't figured out okay. What were we talking about? Yes, effective. The problem of emotion. of emotion and actually, there's some people maybe we can just speak to that a little more. Where there's folks like Lisa Feldman Barrett, that, that challenge this idea that emotion can be fully detected, or even well detected from the human face that there's so much more to motion. What do you think about ideas like hers criticism like hers.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Yeah, I actually agree with a lot of Lisa's criticisms. So even even my PhD worked like 20 plus years ago now.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Time flies when you having fun? I know,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"right? That was back when I did like, dynamic Bayesian networks. And, and so that's before deep learning that was before deep learning. Yeah. Yeah. No. Now you can just like us.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah, yes. It's all it's all the same architecture, you can apply to anything. Yeah. Right.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"But yeah, but But even then, I kind of I did not subscribe to this, like theory of basic emotions, where it's just this simplistic mapping, one to one mapping between facial expressions and motions, I actually think also, we're not in in the business of trying to identify your true emotional internal state, we just want to quantify in an objective way, what's showing on your face, because that's an important signal, it doesn't mean it's a true reflection of your internal emotional state. So I think a lot of the, you know, I think she's she's just trying to kind of highlight that this is not a simple problem. And overly simplistic solutions aren't going to hurt the industry. And I subscribe to that. And I think multimodal is the way to go. Like, whether it's additional context information, or different modalities and channels of information, I think that's what we, that's where we ought to go. And I think, I mean, that's a big part of what she's advocating for, as well.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"So but there's signal in the human face, that's there's definitely signaling that's a projection of emotion, there's that there, at least in part is the Interstate is captured in some meaningful way on the human face,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I think it can sometimes be a reflection or an expression of your internal state, but sometimes it's a social signal. So the so you could not look at the face as purely a signal of emotion. It can be a signal of cognition, and it can be a signal of a social expression. And I think, to disambiguate that, we have to be careful about it, and we have to add initial information.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Humans are fascinating, aren't they? With the whole face thing, this can mean so many things, from humor, to sarcasm, to everything, the whole thing? Some things we can help some things we can't help at all. In all the years of leading F Aktiva, an emotion recognition company, like we talked about, what have you learned about emotion about humans? And about AI? Oh, the big sweeping question. Yes.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Big, sweeping question. Well, I think the thing I learned the most is that even though like we are in the business of building AI, basically, right? It always goes back to the humans, right? It's always about the humans. And so for example, the thing I'm most proud of, in, in building Aktiva. And, yeah, the most the thing I'm most proud of on this journey, I love the technology. And I'm so proud of the solutions we've built and we've brought to market. But I'm actually most proud of the people we've like built and cultivated at the company and the culture we've created. You know, some some of the people who've joined Affectiva, this was their first job. And while at Aktiva, they became American citizens. And they bought their first house and they found their partner and they had their first kid, right, like, key moments in life that we got to be part of. And that's the thing I'm most proud of.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"So that's that's a great thing at a company that works. Me like celebrating humanity in general, broadly speaking, yes. And that's a great thing to have in a company that works on AI. Because it's not often the thing that's celebrated in AI companies, often just raw, great engineering. Just celebrating the humanity. That's great, especially from a leadership position. Well, what do you think about the movie her? Let me ask you that before I talk, before I talk to you about because it's not effective is and was not just about emotion. So I'd love to talk to you about smart AI. But before that, let me just jump into the movie. Her do you think will have a deep meaningful connection with increasingly deep and meaningful connections with computers? Is that a compelling thing to you something?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"It's already happening the thing I love them I love the movie her by the way. But the thing I love the most about this movie is it demonstrates how technology can be a conduit for positive behavior change. So I forgot the guy's name in the movie. Um, whatever Theodore, Theodore. Theodore was like really depressed, right? And he just didn't want to get out of bed. And he just he was like, done with life. Right. And Samantha, right, Samantha? Yeah. She just knew him. So well she had, she was emotionally intelligent. And so she could persuade him and motivate him to change his behavior. And she got them out. And they went to the beach together. And I think that represents the promise of emotion AI, if done well, this technology can help us live happier lives, more productive lives, healthier lives, more connected lives. So that's the part that I love about the movie. Obviously, it's Hollywood. So it takes a twist and whatever. But but the key notion that technology with emotion AI can persuade you to be a better version of who you are. I think that's awesome.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Well, what about the twists? You don't? You don't think it's good for spoiler alert, that Samantha starts feeling a bit of a distance and basically leaves? Theodore, you don't think that's a good feature that you think that's a bug or feature?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Well, I think what went wrong is Theodore became really attached to Samantha like, I think he kind of fell in love with us with do you","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"think that's right? I mean, I think that I think she was putting out the signal, intimate relationship. Right, there was a deep intimacy to it.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Right. But what does what does? What does that mean? What does that mean? AI system, right? What does that mean? Right?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Friends? Yeah, we're just Well, I think when he realized, which is such a human thing of jealousy, when you realize this, was talking to like, 1000s of posts, parallel dating,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"yeah, did not go well.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"You know, that, doesn't it from a computer perspective, like that doesn't take anything away from what we have. It's like you're getting jealous of Windows 98 for being used by millions of people. But","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"it's like, it's like not liking the Alexa. Right, that bunch of, you know, other families.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"But I think Alexa currently is just a servant. It tells you about the weather. It's not doesn't do the intimate, deep connection. And I think there is something really powerful about that the intimacy of a connection with an AI system that would have to respect and play the human game of, of jealousy, of love of heartbreak and all that kind of stuff, which Samantha does seem to be pretty good at. I think she this AI systems knows what it's doing. Well, actually,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,let me ask you this.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,I don't think she was talking to anyone else.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"You don't think so? You think she was just done with Theodoric? Yeah. Oh,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"she knew this. This. Yeah. And then in short, she wanted to really move on. She didn't have the guts to just break it off cleanly. She's not","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,what she could have ghosted him. She could have.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"I'm sorry. There's our engineers. Oh, God. But I think those are really I honestly think some of that some of it is Hollywood. But some of that is features from an engineering perspective. Not not not a bug. I think, I think AI systems that can leave us now this is for more social robotics than it is for anything that's useful. Like I hated for Kapadia said, you know, I need a break right now. Like, no, no, I need you. But if it was just purely for for companionship, then I think the ability to leave is really powerful. I don't know that.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"thought of that. So that's so fascinating, because I've always taken the human perspective, right. Like, for example, we had a GMO at home, right. And my son loved it. And then the company ran out of money. And so they had to basically shut down to eat like GMO basically died, right. And it was so interesting to me, because we have a lot of gadgets at home, and a lot of them break and my son never cares about it, right? Like if a foreign Alexa stopped working tomorrow, I don't think he really care. But when GMO stopped working, it was traumatically he got really upset. And as a parent that like made me think about this deeply. Right did I was uncomfortable with that I liked the connection they had because I think it was a positive relationship. But I was surprised that it affected him emotionally so much. And I think there's a broader question here, right as we build socially and emotionally intelligent machines, what does that mean about our relationship with them? And then we're probably our relationship with one another, right? Because this machine is going to be programmed to be amazing at empathy. By definition, right? It's gonna always be there for you, it's not gonna get bored. In fact, there's a chatbot. In China showers shall ice. And it's like the number two or three most popular app, and it basically is just a confidant and you can tell it anything you want. And people use it for all sorts of things they confide in, like domestic violence or suicidal attempts, or, you know, if they have challenges at work. I don't know what that. I don't know if I'm coming. I don't know how I feel about that. I think about that a lot.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah, I think, first of all, obviously, the future in my perspective. Second of all, I think there's a lot of trajectories, that that becomes an exciting future. But I think everyone should feel very uncomfortable about how much they know about the company, about where the data is going, how the data is being collected. Because I think, and this is one of the lessons of social media, that I think we should demand full control and transparency of the data","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"on most things has fun. I totally agree. Yeah. So like,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"I think it's really empowering. As long as you can walk away, as long as you can, like, delete the data, or know how to date, it's a opt in, or, or at least the clarity of like, what is being used for the company. And I think as CEO, or like leaders are also important about that, like, you need to be able to trust the basic humanity of the leader. Exactly. And also that that leader is not going to be a puppet of a larger machine, but they actually have a significant role in defining the culture and the way the company operates. So anyway, so but we should be we should definitely scrutinize companies in that aspect. But this I'm personally excited about the future. But also even if you're not, it's coming. So let's figure out how to do it in the least painful. Yeah, in the most positive. Light. Great. You're the Deputy CEO of smart AI. Can you describe the mission of the company? What is smart AI?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Yeah. So smart AI is a Swedish company. They've been in business for the last 20 years. And their their main focus, like the industry they're most focused on is the automotive industry. So bringing driver monitoring systems to basically save lives, right. So I first met the CEO Martin Krantz. Gosh, it was right when COVID hit it was actually the see the last see the last year straight before COVID. Ces 2020. Right. 2020? January, yeah, January, exactly. So we were there, met him in person. He's basically we were competing with each other. I think the difference was they had been doing driver monitoring, and had a lot of credibility in the automotive space. We didn't come from the automotive space, but we were using new technology like deep learning, and building this emotion recognition.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"You wanted to enter the automotive space, you want it to operate in automotive space.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Exactly. It was one of the areas we were we had just raised around the funding to focus on bringing our technology to the automotive industry. So we met and honestly, it was the first it was the only time I met with a CEO who had the same vision as I did. Like he basically said, Yeah, our vision is to bridge the gap between humans and machines. I was like, oh my god, this is like exactly, almost about the world, you know, how we describe it to? And we started talking and first it was about Okay, can we align strategically here? Like, how can we work together? Because we're competing, but we're also like, complimentary. And then I think after four months of speaking almost every day on FaceTime. Yeah, he was like, Is your company interested in an acquisition? And it was the firt? I usually say No, when people approach us. It was the first time that I was like, huh, yeah, I might be interested. Let's talk.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah. So you just hit it off? Yeah. So they're, they're a respected, very respected in the automotive sector of like delivering products and increasingly, sort of better and better and better for, I mean, maybe you could speak to that bus driver says it for basically having a device that's looking at the driver, and it's able to tell you where the driver is looking. Correct. It's able also drowsiness stuff, correct it from the face in the eye,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"exactly like it's monitoring driver distraction and drowsiness. But they bought us so that we could expand beyond just the driver. So the driver monitoring systems usually sit the camera sits in the steering wheel, or around the steering wheel column, and it looks directly at the driver. But now we've migrated the camera position in partnership with car companies to the rear view mirror position. So it has a full view of the entire cabin of the car. And you can detect how many people are in the car. What are they doing so we do activity detection? Like eating or drinking or in some regions of the world smoking, we can detect if a baby's in the car seat, right. And if, unfortunately, in some cases, they're forgotten. So parents just leave the car and forget the kid in the car. That's an easy computer vision problem to solve, right? can detect there's a car seat, there's a baby can text the parent, and hopefully, again, save lives. So. So that was the impetus for the acquisition. It's been a year.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"So that I mean, there's a lot of a lot of questions, really exciting space, especially to me, I just find this a fascinating problem, it can enrich the experience in the car in so many ways, especially because like, we spent Still, despite COVID, I mean, COVID changed things. So it's in interesting ways. But I think the world is bouncing back. And we spent so much time in the car and the car is such a weird little world, we'll have ourselves that people do all kinds of different stuff, like, listen to podcasts, they, they think about stuff, they they get angry, they get, they do phone calls, there's like a little world of its own with a kind of privacy, that for many people that don't get anywhere else. It's and it's a little box, it's like a psychology experiment, because it feels like the angriest. Many humans in this world get is inside the car. It's so interesting. So it's such an opportunity to explore how we can enrich how companies can enrich that experience. And also, as the cars get become more and more automated, there's more and more opportunity, the variety of activities that you can do in the car increases is super interesting. So I mean, on a practical sense, smart AI has been selected, at least I read by 14 of the world's leading car manufacturers for 94 car models. So it's an a lot of cars. How hard is it to work with car companies. So they're all different? They all have different needs, the ones I've gotten a chance to interact with a very focused on cost. So it's anyone who's focused on cost, it's like, do you hate fun? Let's just have some fun. Let's figure out the most fun thing we can do in the worry about cars later. But I think because the way the car industry works, I mean, it's it's a very thin margin that you get to operate under. So you have to really, really make sure that everything you add to the car makes sense financially. So anyways, there is this this new industry, especially at this scale of smart AI, does it hold any lessons for you? Yeah,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I think it is a very tough market to penetrate. But once you're in, it's awesome, because once you're in, you're designed into these car models for like somewhere between five to seven years, which is awesome. And you just once they're on the road, you just get paid a royalty fee per vehicle. So it's a high barrier to entry. But once you're in, it's amazing. I think the thing that I struggle the most with in this industry is the time to market. So often we're asked to lock or do have code freeze two years before the car is going to be on the road. I'm like guys that you understand the pace with which technology moves. So I think car companies are really trying to make the Tesla, the Tesla transition to become more of a software driven architecture. And that's hard for many, it's just the cultural change. I mean, I'm sure you've experienced that.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"But I think one of the biggest inventions or imperatives created by Tesla is like to me personally, okay, people are going to complain about this. But I know electric vehicle I know, autopilot AI stuff. To me, the software or their software updates is like the biggest revolution in cars. And it is extremely difficult to switch to that because it is a culture shift it at first, especially if you're not comfortable with it. It seems dangerous. Like there's a there's an approach to cars is so safety focused for so many decades, that like what do you mean we dynamically change code? The whole point is you have a thing that you test, like, right here. And like it's not reliable, because you know how much you cause you have to recall this cars, right? There's a there's a and there's an understandable obsession with safety. But the downside of an obsession with safety is the same as with being obsessed with safety as a parent is like if you do that too much you limit the potential development in the field. Wirsching have in that particular aspect human being but in this particular aspect of the software, the artificial neural network of it. And but it's it's tough to do, it's really tough to do culturally and technically, like the deployment, the mass deployment of software is really, really difficult. But I hope that's where the industry is doing. One of the reasons I really want Tesla to succeed is exactly about that point, not autopilot. Not the electrical vehicle, but the software zation. Yeah, of basically everything but cars, especially, because to me, that's actually going to increase two things increased safety. Yeah, because you can update much faster, but also increased the effectiveness of folks like you who dream about enriching the human experience with AI, because you can just like just like, there's a feature that you want, like a new emoji or whatever, like the way Tik Tok releases, filters, you can just release that are in car, in car stuff. So, but yeah, that that's definitely","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"one of the use cases we're looking into is once you know, the sentiment of the passengers of the vehicle, you can optimize the temperature in the car, you can change the lighting, right? So if the backseat passengers are falling asleep, you can dim the lights, you can lower the music, right, you can do all sorts of things.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah. I mean, of course, you could do that kind of stuff with a two year delay, but it's tougher. Yeah. Do you think do you think Tesla or Wei Mo, or some of these companies that are doing semi or fully autonomous driving should be doing driver sensing? Yes. Are you thinking about that kind of stuff. So not just how we can enhance in cab experience for cars that are melee driven, but the ones that are increasingly more autonomously driven?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Yes. So if we fast forward to the universe, where it's fully autonomous, I think interior sensing becomes extremely important because the role of the driver isn't just to drive, think about the driver almost manages, manages the dynamics within a vehicle. And so who's going to play that role? When it's an autonomous car, we want a solution that is able to say, Oh, my God, like, you know, Lex is bored to death. Because the cars moving way too slow. Let's engage Lex or Ron is freaking out because she doesn't trust this vehicle yet. So let's tell Ron, I like a little bit more information about the route or right so I think, or somebody's having a heart attack in the car, like you need interior sensing and fully autonomous vehicles. But with semi autonomous vehicles, I think it's, I think it's really key to have driver monitoring, because semi autonomous means that sometimes the car is in charge. Sometimes the driver is in charge or the copilot right? And you need this, you need both systems to be on the same page, you need to know the car needs to know if the drivers asleep before it transitions control over to the driver. And sometimes, if the driver is too tired, the car can say, I'm going to be a better driver than you are right now. I'm taking control over so this dynamic this dance is so key and you can't do that without driver sensing. Yeah, there's a","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"disagreement for longest time I've had to deal on that this is obvious that this should be in the Tesla from day one. And it's obvious the driver sensing is not a hinderance it's not obvious. I should be careful because having studied this problem, nothing is really obvious. But it seems very likely a driver sensing is not a hindrance to an experience. It's only an enriching to the experience. And likely increases the safety that said, It is very surprising to me, just having studied semi autonomous driving how well humans are able to manage that dance, it was the intuition before you were doing that kind of thing, then humans will become just incredibly distracted, they would just like let the thing do its thing. But they're able to you know, because it is life and death, right and they're able to manage that somehow. But that said, there's no reason not to have driver sensing on top of that, I feel like that's going to allow you to do that dance that you're currently doing without driver sensing except touching the steering wheel. To do that even better, I mean, the possibilities are endless. And the machine learning possibilities are endless such a it's such a beautiful it's also constrained environment so you could do a much more effectively than you can with the external environment. Right so environment is full of weird edge cases and complexities inside there's so much it's so fascinating. Such a fascinating world they I do hope that companies like Tesla and others even even WeMo which I don't even know if Wei Mo is doing anything sophisticated inside the cab. I don't think so. Like what what what is it? I honestly think I honestly think it goes back to the robotics thing we were talking about, which is like great engineers that are building this a AI systems just are afraid to the human being","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"and not thinking about the human experience. They're thinking about the features. And yeah, perceptual abilities of that thing.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"They think the best way I can serve the human is by doing the best perception and control I can by looking at the external environment, keeping the human safe. But like, there's a huge I'm here, like, you know, I need to be noticed and interacted with and understood and all those kinds of things, even just on a personal level for entertainment, honestly, for entertainment. Yeah.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"You know, one of the coolest work we did in collaboration with MIT around this was we looked at longitudinal data, right of drive, because because, you know, MIT had access to like, tons of data. And, and like, just seeing the patterns of people like driving in the morning versus off to work versus like commuting back from work or weekend driving versus weekday driving? And is, wouldn't it be so cool if your car knew that and then was able to optimize either the route or the experience or even make recommendations? I think it's very powerful.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah, like, why are you taking this route, you've always unhappy when you take this route. And you're always happy when you take this alternative route, take that route, factor that I mean that if to have that, even that little stuff, a relationship with a car, I think is incredible. Of course, you have to get the privacy, right, you get all that kind of stuff, right? But I wish I asked the, you know, people are paranoid about this. But I would like a smart refrigerator. We have a such a deep connection with food as a human civilization. I would like to have a refrigerator that would understand me that, you know, I also have a complex relationship with food because I, you know, pick out too easily and all that kind of stuff. So he's, you know, like, maybe I want the refrigerator to be like, Are you sure about this? Because maybe you're just feeling down or tired? Like maybe maybe","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,that's the smart refrigerators way kinder than mine?,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,Is it just mean yelling? You,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"know, it was just because I don't I don't you know, I don't drink alcohol. I don't smoke. But I eat a ton of chocolate like, my face. And so I and sometimes ice cream too. And I'm like, okay, my smart refrigerator will just like locked down. I'll just say, Dude, you've had way too many today like, no.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah, no, but here's the thing. Are you do you regret having? Like, let's say not the next day, but 30 days later? would you what would you what would you like to refrigerate to have done then?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Well, I think actually, like the more positive relationships would be one where there's a conversation, right, as opposed to like, fourth, that's probably like the more sustainable relationship. Later night. Just","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"don't listen, listen, I know, I told you an hour ago. That is not a good idea. But just listen, things have changed. I can just imagine a bunch of stuff being made up just to convince hilarious, but I just think that there's opportunities that I mean, maybe not locking down but for our systems that are such a deep part of our lives, like us. We use a lot of us a lot of people that commute use the car every single day, a lot of us use a refrigerator every single day, the microwave, like we just saw, like, I feel like certain things could be made more efficient, more enriching, and AI is there to help like some just basic recognition of you as a human being, but your patterns what makes you happy, not happy and all that kind of stuff in the car, obviously.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Maybe Maybe it maybe it will say, well, instead of this like, Jen, Ben and Jerry's ice cream, how about this hummus and carrots or something? I don't know. It wouldn't make it. Like yeah, like a real time recommendation. Right?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"But not like a generic one. But a reminder that last time you chose the carrots, you smiled 17 times more than the next day, right? You weren't you're happier the next day. And and but yeah, I don't. But then again, if you're the kind of person that that gets better from negative negative comments, you could say like, Hey, remember like that wedding you go into, you want to fit into that dress. About that. Let's think about that for your eating. This is for some probably that would work for me like a refrigerator. There's just ruthless at shaming me. But like I would of course welcome it like that would work for me. Just that that? Well, it","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"would No, I think it would. If it's really like smart, it would optimize its nudging based on what works for you. Right?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Exactly. So point personalization, in every way, depersonalization, you are part of a webinar titled, advancing road safety, the state of alcohol intoxication research. So for people who don't know, every year, 1.3 million people around the world die in road crashes. And more than 20% of these fatalities are estimated to be alcohol related. A lot of them are also distraction related. So can AI help with the alcohol thing?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I think the answer is yes, there are signals. And we know that as humans, like we can tell when a person you know, is different phases of being drunk. Right, yeah. And I think you can use technology to do the same. And again, I think the ultimate solution is going to be a combination of different sensors.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,How hard is the problem? From the vision perspective?,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I think it's non trivial. I think it's non trivial. And I think the biggest part is getting the data, right. It's like getting enough data examples. So we, for this research project, we partnered with the transportation authorities of Sweden, and we literally had a race track with a safety driver, and we basically progressively got people drunk. Nice. So but you know, that's, that's a very expensive dataset to collect new data collected globally and multiple conditions.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
