speaker,speech,document
Lex Fridman,"I kind of like the idea that the reason we don't remember anything about the first few years of our life, is that it's a really painful process.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,Like it's a very difficult challenging training process.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"Yeah, like, intellectually, like, and maybe, yeah, I mean, why don't we remember any of that, there might be some crazy training going on.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"And that the, maybe that's the background model of training that is, is very painful.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"And so it's best for the system, once it's trained not to remember how to structure","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"I think it's just like, the hardware for long term memory is just not fully developed.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"I kind of feel like the first few years of, of infancy is not actually like learning.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,It's brain maturing.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,Yeah.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,We're born premature.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,There's a theory along those lines because of the birth canal and the swelling of the brain.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And so we're bumper mature, and then the first few years were just the brains maturing.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And then there's some learning eventually.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,That's my current view on it.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,What do you think?,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,Do you think neural nets can have long term memory?,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"Like that approach is something like humans, do you think neural do you think needs to be another meta architecture on top of it to add something like a knowledge base that learns facts about the world and all that kind of stuff?","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Yes, but I don't know to what extent it will be explicitly constructed.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"It might take unintuitive forms where you are telling the GPT like, Hey, you have a you have a declarative memory bank to which you can store and retrieve data from.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And whenever you encounter some information that you find useful, just save it to your memory bank.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And here's an example of something you have retrieved and here's how you say it.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And here's how you load from it.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"You just say load, whatever, you teach it in text in English.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And then it might learn to use a memory bank from from that.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Oh, so","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"it says a neural net is the architecture for the background model the the base thing and then yeah, everything else is just on top of it.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"So it's not just the tax, right?","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,It's a you're giving gadgets and gizmos.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,So you're teaching some kind of a special language by which it can it can save arbitrary information and retrieve it at a later time and you're You're telling me about these special tokens and how to arrange them to use these interfaces.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"It's like, Hey, you can use a calculator.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Here's how you use it, just do five, three plus four, one equals, and when equals is there, a calculator will actually read out the answer, and you don't have to calculator yourself.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And you just like, tell it in English, this might actually work.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"Do you think in that sense, God was interesting, the Deep Mind system that it's not just the language, but actually throws it all?","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"In the same pile, images, actions, all that kind of stuff.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,That's basically what we're moving towards?,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Yeah, I think so.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"So Gato is is very much hate Kitchen Sink off approach to like, reinforcement learning lots of different environments with a single fixed transformer model, right.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"I think it's a very sort of early result in that in that realm, but I think, yeah, it's along the lines of what I think things will eventually look like.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,Right?,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"So this is the early days of a system that eventually will look like this, like from a Richard return perspective.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Yeah, I'm not super huge fan of I think all these interfaces that like look very different.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,I would want everything to be normalized into the same API.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"So for example, screen pixels, versus API, instead of having like different world environments that have very different physics and joint configurations and appearances, and whatever, and you're having some kind of special tokens for different games that you can plug, I'd rather just normalize everything to a single interface.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"So it looks the same to the neural net, if that makes sense.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,So it's all going to be pixel based Pong in the end?,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,I think so.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"Okay, let me ask you about your own personal life.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,A lot of people want to know you're one of the most productive and brilliant people in the history of AI.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,What is a productive day in the life of Andre chapati look like?,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,What time do you wake up you imagine some kind of difference between the average productive day and a perfect productive day.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,So the perfect productive day is the thing we strive towards.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,And the average is kind of what it kind of converges to given all the mistakes and raw human eventualities and so on.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,Yep.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"So what times you wake up, when you're a morning person,","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"I'm not a morning person, I'm a night owl, for sure.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"It's stable or not, it's semi stable, like a eight or nine or something like that.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"During my PhD, it was even later, I used to go to sleep usually at 3am.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"I think the am hours are, are precious, a very interesting time to work because everyone is asleep.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"At 8am, or 7am, the East Coast is awake.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"So there's already activity, there's already some text messages, wherever there's stuff happening, you can go on like some news website, and there's stuff happening distracting.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"At 3am, everything is totally quiet.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And so you're not going to be bothered, and you have solid chunks of time to do your work.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"So I like those periods, Night Owl by default.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And then I think like productive time, basically, what I like to do is you need a you need to like build some momentum on the problem without too much distraction.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And you need to load your REM, your working memory with that problem.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And then you need to be obsessed with it.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"When you're taking shower, when you're falling asleep.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"You need to be obsessed with the problem and it's fully in your memory, and you're ready to wake up and work on it right there.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"So that is the skill is this in a scale temporal skill of a single day or a couple of days a week, a month.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"So I can't talk about one day basically in isolation, because it's a whole process, when I want to get when I want to get productive in the problem, I feel like I need a span of a few days where I can really get in on that problem.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And I don't want to be interrupted.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And I'm going to just be completely obsessed with that problem.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And that's where I do most of my good workouts.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"You've done a bunch of cool, like little projects in a very short amount of time very quickly.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,So that requires you just focusing on it.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Yeah, basically, I need to load my working memory with the problem.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And I need to be productive because there's always like a huge fixed cost to approaching the problem.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"You know, like I was struggling with this, for example, at Tesla because I want to work on like small side project.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"But okay, you first need to figure out okay, I need to SSH into my cluster, I need to bring up a VS code editor.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"So I can like work on this, I need to I run into some stupid error because of some reason, like you're not at a point where you can be just productive right away, you are facing barriers.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And so it's about really removing all of that barrier and you're able to go into the problem and you have the full problem loaded in your memory,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"and somehow avoiding distractions of all different forms like news stories, emails, but also distractions from other interesting projects that you previously worked on are currently working on so on you just want to really focus your mind","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,and I mean I can take some time off for distractions and in between but I think it can be too much.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,You know most of your day is sort of like spent on that problem.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And then you know, I drink coffee or you have my morning routine I look at some news, Twitter Hacker News, Wall Street Journal, etc.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,So he's great so basically you,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"wake up Have some coffee, are you trying to get to work as quickly as possible do you do taking this diet of of like what the hell's happening in the world first?","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,I am I do find it interesting to know about the world.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"I don't Know that it's useful or good, but it's part of my routine right now.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"So I do read through a bunch of news articles, and I want to be informed.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And I'm suspicious of it.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,I'm suspicious of the practice.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"But currently, that's where I am.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Oh, you mean","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"suspicious about the positive effect of that practice on your productivity and your well being and well being psychologically, and also on your ability to deeply understand the world?","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"Because how there's a bunch of source of information, you're not really focused on deeply integrating that's a little bit distracting, you're in terms of perfectly productive day, for what how long of a stretch of time, in one session, do try to work and focus on the thing.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,A couple hours is a one hour is it?,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"30 minutes, 10 minutes,","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,I can probably go like a small few hours.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And then I need some breaks in between, for like food and stuff.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And yeah, but I think like, it's still really hard to accumulate hours, I was using a tracker that told me exactly how much time I spent coding any one day.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And even on a very productive day, I still spent only like six or eight hours.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,Yeah.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And it's just because there's so much padding, commute, talking to people, food, etc.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"There's like a cost of life, just living and sustaining and homeostasis.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And just maintaining yourself as a human is very high.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"And that there seems to be a desire within the human mind to to, to participate in society that creates that pattern.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"Because I, the most productive days have ever had is just completely from start to finish his tuning out everything, and just isn't there.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,And then you could do more than six and eight hours.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,Yeah.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"Is there some wisdom about what gives you strength to do like, tough days of long focus?","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Yeah, just like, whenever I get obsessed about a problem, something just needs to work.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Something just needs to exist, it needs","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,to exist in unit.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"And so you're able to deal with bugs and programming issues and technical issues and design decisions that turn out to be the wrong ones, you're able to think through all that given given that you want to think to exist,","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"yeah, nice to exist.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And then I think, to me, also, a big factor is, you know, our other humans are going to appreciate it, or they're going to like it.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And that's a big part of my motivation.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"If I'm helping humans, and they seem happy.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,They say nice things.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"They tweet about it or whatever, that gives me pleasure, because I'm doing something useful.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"So like, you do see yourself sharing it with the world like Well, yes, on GitHub was a blog post or two videos.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Yeah, I was thinking about it.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Like, suppose I did all these things, but did not share them.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,I don't think I would have the same amount of motivation that I can build up.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,You enjoy the feeling of other people gaining value and happiness from the stuff that you've created.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,Yeah.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"What about diet is there I saw you played with intermittent fasting, you fast ZZ that help with everything, with the things you played was been most beneficial to the your ability to mentally focus on the thing, and just meant the mantra productivity and happiness is still fast.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"Yeah, so","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,fast.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,But I do intermittent fasting.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,But really what it means at the end of the day is I skipped breakfast.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And yeah, so I do 18 Six, roughly, by default, when I'm in my steady state, if I'm traveling or doing something else, I will break the rules.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"But in my steady state, I do 18 Six.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,So I eat only from 12 to six.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Not a hard rule, and I break it often.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,But that's my default.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And then, yeah, I've done a bunch of random experiments.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"For the most part right now, where I've been for the last year and a half I want to say is plant based or plant forward?","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"I heard plant forward, it sounds that I mean, exactly.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"I didn't actually know the differences, but it sounds better in my mind.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"But it just means I prefer plant based food, and raw or cooked or I prefer cooked and plant based.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,So plant based.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"Forgive me, I don't actually know how wide the category of plan entails.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Well, it just means that you're not like lectured about is you can flex and you just prefer to eat plants.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And you know, you're not making you're not trying to influence other people.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,And if someone is you come to someone's house party and they serve you a steak that they're really proud of you will eat it.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,Yes.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"Oh, that's beautiful.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"I mean, that's the flip side of that, but I'm very sort of flexible.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,Have you tried doing one meal a day?,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,I have.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Accidentally, not consistently, but I've accidentally had that.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,I don't I don't like it.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,I think it makes me feel not good.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,It's too it's too much too much of a hit.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,Yeah.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And so currently, I have about two meals a day.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,12 and six.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,I do that nonstop.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"I'm doing you know, do one meal a day because it's interesting.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,It's interesting field.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,Have you ever fasted longer than a day?,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Yeah, I've done a bunch of water fasts because I was curious what happens when anything interesting?","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Yeah, I would say so.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"I mean, you know, what's interesting is that you're hungry for two days, and then starting day three or so you're not hungry.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,You It's like such a weird feeling because you haven't eaten in a few days and you're not hungry.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,Isn't that weird?,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,It's really one of the many weird things about human biology is figure something out and finds finds another source of energy or something like that.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,Or relaxes the system.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"I don't know how Yeah,","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"the body is like you're hungry, you're hungry, and then it just gives up it's like okay, I guess we're fasting now.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"There's nothing And then it just kind of like focuses on trying to make you not hungry, and not feel the damage of that and trying to give you some space to figure out the food situation.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"So I, you still to this day, most productive at night,","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"I would say I am, but it is really hard to maintain my PhD schedule.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"Especially when I was say, working at Tesla, and so on.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,It's a non starter.,"Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"So But even now, like, you know, people want to meet for various events, they society lives in a certain period of time.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Andrej Karpathy,"And you sort of have to like, work with that.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
Lex Fridman,"It's hard to like, do a social thing.","Andrej Karpathy - Tesla AI, Self-Driving, Optimus, Aliens, and AGI .txt"
